Pid,phenotype_name,description,synonyms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032015,Dysmetric horizontal saccades,Inaccurate saccades (rapid movement of the eye between fixation points) in the horizontal direction.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032014,Dysmetric vertical saccades,Inaccurate saccades (rapid movement of the eye between fixation points) in the vertical direction.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032013,Hypermetric horizontal saccades,Overshoot of horizontal (sideways) saccadic eye movements.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032012,Heterotropia,Manifest deviation of the visual axes not controlled by fusion.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032011,Heterophoria,"Heterophorias are latent deviations that are controlled by fusion. In certain circumstances (specific visual tasks, fatigue, illness, etc.), fusion can no longer be maintained and decompensation occurs.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032010,Basic constant exotropia,"Constant exotropia for near and distance, presenting after 6 months of age.",Basic (constant) exotropia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0032009,Infantile constant exotropia,Constant exotropia occurring before 6 months of age.; often associated with a large angle of deviation and ocular/CNS abnormalities.,Infantile (constant) exotropia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031978,Increased vertical cup-to-disc ratio - 1.0,Ratio of the height of the cup of the optic nerve head to the height of the disc is 1.0 (The normal cup-to-disc ratio is 0.3).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031977,Increased vertical cup-to-disc ratio - 0.9,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.9 (The normal cup-to-disc ratio is 0.3).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031976,Increased vertical cup-to-disc ratio - 0.8,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.8 (The normal cup-to-disc ratio is 0.3).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031975,Increased vertical cup-to-disc ratio - 0.7,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.7 (The normal cup-to-disc ratio is 0.3).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031974,Increased vertical cup-to-disc ratio - 0.6,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.6 (The normal cup-to-disc ratio is 0.3).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031973,Increased vertical cup-to-disc ratio,An abnormal increase in the ratio of the height of the cup of the optic nerve head to the height of the disc.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031949,Recurrent bacterial upper respiratory tract infections,"An increased susceptibility to bacterial upper respiratory tract infections as manifested by a history of recurrent bacterial upper respiratory tract infections (running ears - otitis, sinusitis, pharyngitis, tonsillitis).",Recurrent bacterial URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031931,Ocular flutter,"Ocular flutter is an abnormal eye movement consisting of repetitive, irregular, involuntary bursts of horizontal saccades without an intersaccadic interval. It is generally superimposed on normal oculomotor behaviour and its occurrence may be favoured by various events, such as blinks, the triggering of normal saccades or optokinetic stimulation.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031881,Decreased tear drainage,"A form of watery eye associated with obstruction of the nasolacrimal system. This may arise at the level of the punctum, the canaliculi, the sac or the nasolacrimal duct.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031880,Eyelid laxity,Abnormally lax eyelid associated with tissue relaxation; it can be demonstrated by the eyelid distraction test and/or the eyelid snap test.,Lid laxity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031879,Abnormal eyelid physiology,Any functional abnormality of the eyelid.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031833,Hypometric upward saccades,"Saccadic undershoot of upward saccadic eye movements, i.e., an upward saccadic eye movement that has less than the magnitude that would be required to gain fixation of the object.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031832,Hypermetric downward saccades,Overshoot of downward saccadic eye movements.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031830,Pinguecula,A pinguecula is a yellowish to brown protruding lesion in the conjunctiva that is easily seen on the nasal and temporal sides of the cornea.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031816,Abnormal oral morphology,"Any structural anomaly of the mouth, which is also known as the oral cavity.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031815,Abnormal oral physiology,A functional anomaly of the mouth (which is also known as the oral cavity).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031805,Intraretinal hemorrhage,A subtype of fundus hemorrhage occurring within the neurosensory retina. Intraretinal haemorrhages may be 'dot' or' blot' shaped or flame shaped depending upon their depth within the retina.,Intraretinal haemorrhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031804,Premacular hemorrhage,None,Premacular haemorrhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031803,Fundus hemorrhage,Bleeding within the fundus of the eye.,Fundus haemorrhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031792,Irregular astigmatism,A type of astigmatism in which the principle meridians are not 90 degrees apart and which is associated with loss of vision.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031791,Lenticular astigmatism,A type of astigmatism related to an irregular shape of the lens.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031790,Mixed astigmatism,A type of astigmatism in which an unequal curvature of the cornea and some cases additionally of the lens causes one meridian of the eye to be hyperopic (farsighted) and a second meridian that is perpendicular to the first to be myopic (nearsighted).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031789,Against the rule astigmatism,Astigmatism with more plus power on the horizontal meridian.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031788,With the rule astigmatism,Refractive error in which the vertical meridian is relatively hypermetropic and the horizontal meridian is relatively myopic (or ocular astigmatism in which the refractive power of the horizontal meridian is the greatest).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031787,Oblique astigmatism,Astigmatism in which the refractive power of the vertical meridian is the greatest.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031786,Cogan lid twitch,Transient eyelid retraction during refixation from down to straight ahead.,Cogan eyelid twitch;Eyelid twitch;Lid twitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031785,Abnormal eyelid movement,An abnormality in voluntary or involuntary eyelid movements or their control.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031782,Microtropia without identity,A type of microtropia in which the manifest movement is demonstrated on the cover-uncover test.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031781,Microtropia with identity,"A type of microtropia with no manifest movement on cover test, the eccentric fixation point coinciding with the angle of ARC.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031779,Excyclophoria,A type of cyclophoria (latent strabismus in which the occluded eye wheel-rotates on dissociation.) in which the upper poles of the globes are rotated outward (laterally) to each other.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031778,Incyclophoria,A type of cyclophoria (latent strabismus in which the occluded eye wheel-rotates on dissociation.) in which the upper poles of the globes are rotated inward (medially) to each other.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031777,Cyclophoria,A form of latent strabismus (heterophoria) in which the occluded eye wheel-rotates on dissociation.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031776,Cyclotropia,A form of manifest strabismus (heterotropia) in which the one eye is wheel rotated so that the upper end of its vertical axis is nasal (incyclotropia) or temporal (excyclotropia).,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031775,Neurogenic strabismus,An ocular deviation caused by a palsy to one or more of the extraocular muscles or nerves supplying them.,Paralytic strabismus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031771,Epicanthus tarsalis,A type of epicanthus in which a primarily upper lid fold is present.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031770,Epicanthus palpebralis,A type of epicanthus in which a medial vertical fold is present between upper and lower lids.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031769,Peripheral fixation,Fixation of an object in a peripheral area of the retina.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031768,Parafoveal fixation,Fixation of an object in the area adjacent to the fovea.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031767,Consecutive esotropia,Esotropia in a patient who has previously had exotropia or exophoria; may be constant or intermittent and usually follows surgical overcorrection.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031766,Convergence excess esotropia,An intermittent esotropia with binocular single vision present at distance fixation but esotropia on accommodation for near fixation. Usually associated with hypermetropia but patients can be emmetropic and rarely myopic. Associated with a high accommodative convergence/accommodation (AC/A) ratio.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031765,Partially accomodative esotropia,A form of constant esotropia in which the angle of deviation is partially affected by accommodative effort. Typically there is esotropia at near and distance with hypermetropic correction and the angle of deviation increases without glasses.,Constant esotropia with an accommodative component;Constant esotropia with an accommodative element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031764,Fully accomodative esotropia,Esotropia in which normal binocular single vision is present for all distances when the hypermetropic refractive error is corrected. Esotropia is present for near and distance on accommodation without correction.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031763,Cyclic esotropia,Convergent strabismus in which normal binocular single vision is alternating with large angle esotropia in rhythmic cycle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031762,Distance esotropia,An intermittent esotropia where binocular single vision is present on near fixation and an esotropia on distance fixation. Often associated with myopia and aging.,Divergence insufficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031761,Infantile constant esotropia,"Constant esotropia occurring before 6 months of age. It is typically associated with a large angle of deviation, alternating fixation (therefore low risk of amblyopia) and poor potential for binocular single vision. Other features that might be present in individuals with infantile (constant) esotropia include latent nystagmus or manifest latent nystagmus, dissociated vertical divergence, cyclotropia, abnormal head posture, limited abduction.",Infantile (constant) esotropia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031760,Non-accomodative esotropia,A form of esotropia in which the angle of deviation is not affected by accommodative effort.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031759,Basic constant esotropia,A form of convergent strabismus (esotropia) in which the deviation is present under all conditions (ie at all distances and at all times).,Basic (constant) esotropia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031758,Lateral rectus muscle restriction,Mechanical limitation of the range of movement of the lateral rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031757,Medial rectus muscle restriction,Mechanical limitation of the range of movement of the medial rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031756,Medial rectus muscle underaction,"Reduced movement of the medial rectus muscle which improves on testing ductions, typically associated with neurogenic palsy.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031755,Abnormal rectus muscle physiology,A functional anomaly of a vertical or horizontal rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031754,Medial rectus muscle overaction,Excessive action of the medial rectus muscle caused by increased innervation typically as a consequence of palsy or limitation to the ipsilateral antagonist or contralateral synergist.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031753,Medial rectus muscle weakness,Decreased strength of the medial rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031752,Lateral rectus muscle overaction,Excessive action of the lateral rectus muscle caused by increased innervation typically as a consequence of palsy or limitation to the ipsilateral antagonist or contralateral synergist.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031751,Lateral rectus muscle underaction,"Reduced movement of the lateral rectus muscle which improves on testing ductions, typically associated with neurogenic palsy.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031750,Lateral rectus muscle weakness,Decreased strength (ability to move) of the lateral rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031749,Abnormal lateral rectus muscle physiology,A functional anomaly of the lateral rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031748,Abnormal vertical rectus muscle physiology,A functional anomaly of the superior or inferior rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031747,Superior rectus muscle underaction,"Reduced movement of the superior rectus muscle which improves on testing ductions, typically associated with neurogenic palsy.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031746,Superior rectus muscle restriction,Mechanical limitation of the range of movement of the superior rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031745,Superior rectus muscle overaction,Excessive action of the superior rectus muscle caused by increased innervation typically as a consequence of palsy or limitation to the ipsilateral antagonist or contralateral synergist.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031744,Superior rectus muscle weakness,Decreased strength of the superior rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031743,Inferior rectus muscle overaction,Excessive action of the inferior rectus muscle caused by increased innervation typically as a consequence of palsy or limitation to the ipsilateral antagonist or contralateral synergist.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031742,Inferior rectus muscle underaction,"Reduced movement by the inferior rectus muscle which improves on testing ductions, typically associated with neurogenic palsy.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031741,Inferior oblique muscle underaction,"Reduced ocular movement by the inferior oblique muscle which improves on testing ductions, typically associated with neurogenic palsy.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031740,Abnormal horizontal rectus muscle physiology,A functional anomaly of the medial rectus muscle or lateral rectus muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031739,Abnormal oblique muscle physiology,A functional anomaly of the inferior or superior oblique muscle.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0031738,Mechanical entropion,"A type of entropion (abnormal inversion of the eyelid towards the globe) that is related to a mass effect of a lesion (e.g., a tumor) that pulls the eyelid margin away from the globe.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
